season,batsman,strike
2014,"SP Narine",71.43
2014,"SPD Smith",135.71
2014,"SR Watson",124.24
2014,"STR Binny",101.65
2014,"SV Samson",124.18
2014,"TG Southee",100.00
2014,"UBT Chand",22.22
2014,"UT Yadav",50.00
2014,"V Kohli",122.11
2014,"V Sehwag",144.90
2014,"VH Zol",111.54
2014,"VR Aaron",106.06
2014,"VS Malik",50.00
2014,"WD Parnell",100.00
2014,"WP Saha",145.38
2014,"Y Venugopal Rao",112.70
2014,"YK Pathan",162.42
2014,"YS Chahal",100.00
2014,"Yuvraj Singh",137.23
2014,"YV Takawale",114.29
2014,"Z Khan",114.29
2015,"A Ashish Reddy",158.70
2015,"A Mishra",66.67
2015,"A Nehra",14.29
2015,"AB de Villiers",176.29
2015,"AD Mathews",139.81
2015,"AD Russell",192.90
2015,"AJ Finch",69.70
2015,"AM Rahane",131.07
2015,"AN Ahmed",200.00
2015,"Ankit Sharma",116.67
2015,"Anureet Singh",58.06
2015,"AP Tare",82.35
2015,"AR Patel",118.39
2015,"AT Rayudu",146.35
2015,"Azhar Mahmood",85.71
2015,"B Kumar",170.00
2015,"BB McCullum",157.97
2015,"BE Hendricks",50.00
2015,"Bipul Sharma",50.00
2015,"CH Gayle",148.34
2015,"CH Morris",168.89
2015,"CJ Anderson",118.75
2015,"CM Gautam",80.00
2015,"D Wiese",143.53
2015,"DA Miller",133.71
2015,"DA Warner",157.87
2015,"DJ Bravo",131.76
2015,"DJ Hooda",158.95
2015,"DJ Muthuswami",33.33
2015,"DJG Sammy",72.22
2015,"DR Smith",120.54
2015,"DS Kulkarni",36.36
2015,"DW Steyn",153.85
2015,"EJG Morgan",123.84
2015,"F du Plessis",125.00
2015,"G Gambhir",117.63
2015,"GB Hogg",116.67
2015,"GH Vihari",114.71
2015,"GJ Bailey",136.32
2015,"GJ Maxwell",129.20
2015,"Gurkeerat Singh",89.74
2015,"Harbhajan Singh",162.50
2015,"HH Pandya",186.67
2015,"HV Patel",158.33
2015,"Imran Tahir",83.33
2015,"Iqbal Abdulla",117.65
2015,"J Botha",206.67
2015,"J Suchith",150.00
2015,"J Theron",100.00
2015,"JA Morkel",132.31
2015,"JP Duminy",131.43
2015,"JP Faulkner",133.33
2015,"KA Pollard",164.31
2015,"Karanveer Singh",68.75
2015,"KD Karthik",120.51
2015,"KK Nair",124.83
2015,"KL Rahul",114.52
2015,"KM Jadhav",135.00
2015,"KS Williamson",114.81
2015,"KV Sharma",122.35
2015,"LMP Simmons",123.29
2015,"M Morkel",133.33
2015,"M Vijay",110.09
2015,"M Vohra",101.23
2015,"MA Agarwal",121.02
2015,"MA Starc",78.57
2015,"Mandeep Singh",157.00
2015,"MC Henriques",136.67
2015,"MEK Hussey",110.00
2015,"MG Johnson",86.11
2015,"MJ McClenaghan",216.67
2015,"MK Pandey",122.28
2015,"MK Tiwary",101.79
2015,"MM Sharma",155.56
2015,"MS Bisla",123.33
2015,"MS Dhoni",121.97
2015,"NJ Maddinson",57.14
2015,"NLTC Perera",80.00
2015,"NM Coulter-Nile",111.11
2015,"NV Ojha",114.17
2015,"P Kumar",68.00
2015,"P Negi",161.11
2015,"PA Patel",137.80
2015,"Parvez Rasool",100.00
2015,"PJ Cummins",0.00
2015,"PP Chawla",114.89
2015,"PV Tambe",60.00
2015,"Q de Kock",158.44
2015,"R Ashwin",162.50
2015,"R Bhatia",0.00
2015,"R Dhawan",109.09
2015,"R Vinay Kumar",0.00
2015,"RA Jadeja",104.76
2015,"RG More",100.00
2015,"RG Sharma",144.74
2015,"RN ten Doeschate",135.56
2015,"RR Rossouw",140.00
2015,"RS Bopara",120.83
2015,"RV Uthappa",131.41
2015,"S Aravind",0.00
2015,"S Dhawan",123.86
2015,"S Gopal",100.00
2015,"S Nadeem",28.57
2015,"SA Abbott",115.38
2015,"SA Yadav",138.94
2015,"Sandeep Sharma",64.29
2015,"SE Marsh",150.00
2015,"Shakib Al Hasan",133.33
2015,"SK Raina",123.43
2015,"SL Malinga",60.00
2015,"SN Khan",158.57
2015,"SN Thakur",116.67
2015,"SP Narine",0.00
2015,"SPD Smith",135.45
2015,"SR Watson",135.02
2015,"SS Iyer",128.36
2015,"SS Tiwary",139.74
2015,"STR Binny",113.85
2015,"SV Samson",125.93
2015,"TG Southee",144.44
2015,"UBT Chand",122.89
2015,"UT Yadav",207.14
2015,"V Kohli",130.83
2015,"V Sehwag",117.86
2015,"VR Aaron",200.00
2015,"WP Saha",126.40
2015,"YK Pathan",136.24
2015,"YS Chahal",100.00
2015,"Yuvraj Singh",118.66
2016,"A Ashish Reddy",162.07
2016,"A Mishra",28.57
2016,"A Nehra",100.00
2016,"A Zampa",0.00
2016,"AB de Villiers",169.63
2016,"AD Nath",74.07
2016,"AD Russell",164.91
2016,"AJ Finch",132.32
2016,"AM Rahane",126.98
2016,"Ankit Sharma",100.00
2016,"AP Tare",53.33
2016,"AR Patel",144.16
2016,"AT Rayudu",120.58
2016,"B Kumar",159.26
2016,"BB McCullum",135.11
2016,"BB Sran",133.33
2016,"BCJ Cutting",191.18
2016,"Bipul Sharma",204.00
2016,"C Munro",100.00
2016,"CA Lynn",113.64
2016,"CH Gayle",151.33
2016,"CH Morris",178.90
2016,"CJ Jordan",75.00
2016,"CR Brathwaite",218.42
2016,"D Wiese",125.00
2016,"DA Miller",123.85
2016,"DA Warner",151.97
2016,"DJ Bravo",120.73
2016,"DJ Hooda",121.01
2016,"DR Smith",147.27
2016,"DS Kulkarni",168.75
2016,"DW Steyn",50.00
2016,"EJG Morgan",117.14
2016,"ER Dwivedi",171.43
2016,"F Behardien",107.69
2016,"F du Plessis",127.16
2016,"G Gambhir",121.90
2016,"GJ Bailey",86.60
2016,"GJ Maxwell",144.35
2016,"Gurkeerat Singh",131.40
2016,"Harbhajan Singh",109.52
2016,"HH Pandya",69.84
2016,"HM Amla",131.93
2016,"IK Pathan",84.62
2016,"Imran Tahir",71.43
2016,"Iqbal Abdulla",142.31
2016,"Ishan Kishan",102.44
2016,"J Yadav",60.00
2016,"JA Morkel",177.78
2016,"JC Buttler",139.34
2016,"JJ Bumrah",72.73
2016,"JO Holder",115.79
2016,"JP Duminy",123.23
2016,"JP Faulkner",132.76
2016,"KA Pollard",144.44
2016,"KC Cariappa",118.18
2016,"KD Karthik",125.94
2016,"KH Pandya",191.13
2016,"KJ Abbott",162.50
2016,"KK Nair",121.02
2016,"KL Rahul",146.49
2016,"KM Jadhav",135.48
2016,"KP Pietersen",119.67
2016,"KS Williamson",101.64
2016,"KV Sharma",120.00
2016,"KW Richardson",100.00
2016,"LMP Simmons",100.00
2016,"M Ashwin",0.00
2016,"M Morkel",100.00
2016,"M Vijay",124.45
2016,"M Vohra",122.90
2016,"MA Agarwal",108.00
2016,"MC Henriques",115.92
2016,"MG Johnson",35.71
2016,"MJ Guptill",103.64
2016,"MJ McClenaghan",147.83
2016,"MK Pandey",135.52
2016,"MM Sharma",123.08
2016,"Mohammed Shami",50.00
2016,"MP Stoinis",135.19
2016,"MR Marsh",63.64
2016,"MS Dhoni",135.24
2016,"N Rana",140.54
2016,"NLTC Perera",163.04
2016,"NM Coulter-Nile",64.29
2016,"NS Naik",74.19
2016,"NV Ojha",98.55
2016,"P Kumar",92.31
2016,"P Negi",96.61
2016,"P Sahu",146.15
2016,"PA Patel",117.22
2016,"Parvez Rasool",111.11
2016,"PP Chawla",103.85
2016,"PSP Handscomb",50.00
2016,"PV Tambe",38.89
2016,"Q de Kock",136.50
2016,"R Ashwin",107.89
2016,"R Bhatia",170.00
2016,"R Dhawan",233.33
2016,"R Sathish",100.00
2016,"R Vinay Kumar",108.33
2016,"RA Jadeja",109.14
2016,"RG Sharma",133.61
2016,"RR Pant",130.26
2016,"RV Uthappa",136.81
2016,"S Dhawan",117.33
2016,"S Gopal",12.50
2016,"S Kaushik",0.00
2016,"S Nadeem",20.00
2016,"SA Yadav",129.08
2016,"Sachin Baby",154.55
2016,"Sandeep Sharma",88.89
2016,"SB Jakati",50.00
2016,"SE Marsh",118.66
2016,"Shakib Al Hasan",107.55
2016,"SK Raina",127.88
2016,"SN Khan",212.90
2016,"SP Narine",53.85
2016,"SPD Smith",154.29
2016,"SR Watson",133.58
2016,"SS Iyer",69.77
2016,"SS Tiwary",122.30
2016,"STR Binny",161.54
2016,"SV Samson",112.79
2016,"SW Billings",139.68
2016,"Swapnil Singh",0.00
2016,"TG Southee",166.67
2016,"TM Head",138.46
2016,"UBT Chand",0.00
2016,"UT Khawaja",128.28
2016,"UT Yadav",180.00
2016,"V Kohli",152.75
2016,"WP Saha",127.36
2016,"YK Pathan",145.56
2016,"Yuvraj Singh",131.84
2016,"Z Khan",46.15
2017,"A Choudhary",125.00
2017,"A Mishra",94.23
2017,"A Zampa",71.43
2017,"AB de Villiers",132.52
2017,"AB Dinda",100.00
2017,"AD Mathews",118.52
2017,"AD Nath",0.00
2017,"AF Milne",58.33
2017,"AJ Finch",164.84
2017,"AJ Tye",182.76
2017,"AM Rahane",118.27
2017,"Ankit Sharma",166.67
2017,"Ankit Soni",77.78
2017,"Anureet Singh",125.00
2017,"AP Tare",78.26
2017,"AR Bawne",100.00
2017,"AR Patel",140.12
2017,"AS Rajpoot",57.14
2017,"AT Rayudu",116.67
2017,"B Kumar",100.00
2017,"BA Stokes",142.99
2017,"Basil Thampi",100.00
2017,"BB McCullum",145.45
2017,"BCJ Cutting",196.15
2017,"Bipul Sharma",129.17
2017,"C de Grandhomme",136.96
2017,"CA Lynn",183.23
2017,"CH Gayle",123.46
2017,"CH Morris",163.83
2017,"CJ Anderson",116.39
2017,"CJ Jordan",0.00
2017,"CR Brathwaite",80.00
2017,"CR Woakes",97.87
2017,"DA Miller",106.41
2017,"DA Warner",142.76
2017,"DJ Hooda",150.00
2017,"DL Chahar",233.33
2017,"DM Bravo",120.00
2017,"DR Smith",153.21
2017,"DS Kulkarni",50.00
2017,"DT Christian",161.22
2017,"EJG Morgan",104.84
2017,"F du Plessis",114.29
2017,"G Gambhir",128.02
2017,"GJ Maxwell",174.16
2017,"Harbhajan Singh",100.00
2017,"HH Pandya",157.23
2017,"HM Amla",146.34
2017,"I Sharma",66.67
2017,"IK Pathan",66.67
2017,"Imran Tahir",0.00
2017,"Iqbal Abdulla",71.43
2017,"IR Jaggi",84.62
2017,"Ishan Kishan",135.12
2017,"JC Buttler",152.51
2017,"JD Unadkat",40.00
2017,"JJ Bumrah",133.33
2017,"JJ Roy",147.50
2017,"JP Faulkner",96.43
2017,"K Rabada",85.94
2017,"KA Pollard",141.58
2017,"KC Cariappa",28.57
2017,"KD Karthik",139.92
2017,"KH Pandya",135.75
2017,"KK Nair",124.34
2017,"KM Jadhav",145.90
2017,"KS Williamson",152.38
2017,"Kuldeep Yadav",90.91
2017,"KV Sharma",119.51
2017,"LH Ferguson",100.00
2017,"LMP Simmons",122.32
2017,"M Vohra",144.03
2017,"MA Agarwal",96.30
2017,"Mandeep Singh",106.21
2017,"MC Henriques",136.45
2017,"MG Johnson",117.65
2017,"MJ Guptill",151.72
2017,"MJ McClenaghan",106.67
2017,"MK Pandey",129.41
2017,"MK Tiwary",137.87
2017,"MM Patel",0.00
2017,"MM Sharma",102.00
2017,"MN Samuels",93.55
2017,"Mohammad Nabi",66.67
2017,"Mohammed Shami",150.00
2017,"MP Stoinis",70.83
2017,"MS Dhoni",116.00
2017,"N Rana",126.62
2017,"NM Coulter-Nile",116.67
2017,"NV Ojha",121.54
2017,"P Kumar",88.89
2017,"P Negi",129.73
2017,"PA Patel",134.81
2017,"PJ Cummins",145.28
2017,"PJ Sangwan",50.00
2017,"PP Chawla",33.33
2017,"R Bhatia",94.12
2017,"R Tewatia",172.73
2017,"RA Jadeja",139.82
2017,"RA Tripathi",146.44
2017,"Rashid Khan",122.22
2017,"RD Chahar",150.00
2017,"RG Sharma",121.98
2017,"RR Pant",166.36
2017,"RV Uthappa",165.11
2017,"S Aravind",80.00
2017,"S Badree",56.52
2017,"S Dhawan",127.73
2017,"S Kaul",0.00
2017,"S Nadeem",22.22
2017,"SA Yadav",119.32
2017,"Sachin Baby",100.00
2017,"Sandeep Sharma",140.00
2017,"SE Marsh",137.50
2017,"Shakib Al Hasan",100.00
2017,"SK Raina",145.39
2017,"SL Malinga",233.33
2017,"SN Thakur",0.00
2017,"SP Jackson",122.58
2017,"SP Narine",172.31
2017,"SPD Smith",121.96
2017,"SR Watson",91.03
2017,"SS Iyer",139.67
2017,"SS Tiwary",120.93
2017,"STR Binny",102.63
2017,"SV Samson",141.39
2017,"SW Billings",133.98
2017,"Swapnil Singh",63.16
2017,"TA Boult",62.50
2017,"TG Southee",233.33
2017,"TM Head",139.81
2017,"TS Mills",72.73
2017,"UT Yadav",76.92
2017,"V Kohli",122.22
2017,"V Shankar",134.67
2017,"Vishnu Vinod",73.08
2017,"VR Aaron",40.00
2017,"Washington Sundar",75.00
2017,"WP Saha",125.81
2017,"YK Pathan",124.35
2017,"YS Chahal",50.00
2017,"Yuvraj Singh",143.18
2017,"Z Khan",30.77
